Column1,Column2
8.93,3353.661
8.94,3718.359
8.95,4028.788
8.96,3930.42
8.97,3720.565
8.98,3508.517
8.99,3633.637
9,3935.925
9.01,3772.889
9.02,3863.981
9.03,3929.69
9.04,3827.509
9.05,4185.939
9.06,3994.644
9.07,3585.554
9.08,3931.072
9.09,3478.101
9.1,3390.866
9.11,3318.835
9.12,3115.707
9.13,3333.528
9.14,3568.217
9.15,3345.728
9.16,3592.591
9.17,3827.676
9.18,3736.551
9.19,3339.655
9.2,3479.187
9.21,3805.527
9.22,3559.875
9.23,3832.104
9.24,4131.077
9.25,3470.037
9.26,3941.441
9.27,3359.488
9.28,3004.833
9.29,3713.595
9.3,4004.286
9.31,3572.187
9.32,3227.05
9.33,3362.188
9.34,3682.259
9.35,3540.897
9.36,3402.172
9.37,3546.743
9.38,3397.204
9.39,3196.781
9.4,3584.543
9.41,3669.89
9.42,3577.482
9.43,3628.981
9.44,3290.724
9.45,3232.353
9.46,3257.396
9.47,3470.51
9.48,3727.206
9.49,3223.324
9.5,3302.108
9.51,3308.056
9.52,3547.081
9.53,3653.36
9.54,3475.684
9.55,3216.263
9.56,3523.836
9.57,3487.727
9.58,3329.266
9.59,3073.864
9.6,3258.825
9.61,4018.073
9.62,3426.072
9.63,3363.97
9.64,3212.503
9.65,3402.39
9.66,3241.162
9.67,3427.188
9.68,3237.635
9.69,3595.564
9.7,3570.279
9.71,3911.139
9.72,3330.065
9.73,3556.174
9.74,3639.952
9.75,3526.331
9.76,3799.759
9.77,3624.131
9.78,3340.106
9.79,3682.574
9.8,3546.963
9.81,3209.939
9.82,3429.156
9.83,3539.639
9.84,3033.662
9.85,3455.316
9.86,3506.847
9.87,3220.583
9.88,2845.884
9.89,2859.607
9.9,3341.151
9.91,3507.085
9.92,2901.286
9.93,3130.686
9.94,3444.095
9.95,3141.321
9.96,3318.553
9.97,3398.698
9.98,3402.36
9.99,3316.156
10,3109.287
10.01,3163.456
10.02,3171.183
10.03,3140.648
10.04,2915.235
10.05,3182.765
10.06,3574.377
10.07,3293.556
10.08,3245.073
10.09,3458.306
10.1,3134.41
10.11,3350.867
10.12,3251.736
10.13,3148.583
10.14,3401.604
10.15,3892.036
10.16,3341.911
10.17,3193.818
10.18,3076.397
10.19,2951.205
10.2,3143.826
10.21,3173.354
10.22,3249.33
10.23,3284.832
10.24,3390.785
10.25,3220.764
10.26,3345.175
10.27,3054.085
10.28,3260.689
10.29,3482.054
10.3,3586.477
10.31,3518.274
10.32,3398.558
10.33,3352.088
10.34,2958.558
10.35,3197.851
10.36,3427.195
10.37,3301.569
10.38,3297.119
10.39,3349.384
10.4,3609.377
10.41,3473.699
10.42,3084.058
10.43,3421.218
10.44,3516.804
10.45,3417.425
10.46,3044.02
10.47,3025.86
10.48,3207.433
10.49,3287.307
10.5,3243.844
10.51,2957.811
10.52,3051.249
10.53,3324.757
10.54,3320.465
10.55,3800.762
10.56,3968.416
10.57,3267.211
10.58,2999.05
10.59,3265.021
10.6,3370.28
10.61,3328.361
10.62,3315.229
10.63,3190.828
10.64,2847.883
10.65,2755.152
10.66,2868.036
10.67,3299.963
10.68,3024
10.69,3063.639
10.7,3277.992
10.71,2910.835
10.72,3033.697
10.73,3101.843
10.74,3104.229
10.75,3219.704
10.76,3101.532
10.77,3090.251
10.78,2975.118
10.79,2781.159
10.8,3045.406
10.81,2949.345
10.82,3025.228
10.83,3212.737
10.84,3131.96
10.85,3078.382
10.86,3070.033
10.87,3159.595
10.88,3109.823
10.89,3090.215
10.9,3041.484
10.91,3027.446
10.92,2956.109
10.93,3027.64
10.94,3115.943
10.95,3152.965
10.96,3019.815
10.97,3027.78
10.98,3036.585
10.99,3078.89
11,3155.186
11.01,3214.721
11.02,3156.365
11.03,3247.585
11.04,3073.491
11.05,3217.668
11.06,3135.035
11.07,2963.473
11.08,3057.57
11.09,3223.258
11.1,3190.461
11.11,3169.457
11.12,3035.041
11.13,3105.209
11.14,3547.898
11.15,3508.64
11.16,3179.745
11.17,3378.813
11.18,3521.252
11.19,2910.026
11.2,3050.206
11.21,3141.276
11.22,2751.919
11.23,2764.793
11.24,2949.922
11.25,2927.618
11.26,3055.042
11.27,2841.934
11.28,2614.245
11.29,2842.155
11.3,2923.292
11.31,2962.864
11.32,3099.381
11.33,2946.753
11.34,3032.122
11.35,2991.612
11.36,3025.329
11.37,2855.12
11.38,3042.451
11.39,3015.553
11.4,2628.231
11.41,2636.621
11.42,2612.593
11.43,2692.967
11.44,2826.702
11.45,2980.664
11.46,3263.582
11.47,3403.135
11.48,3237.591
11.49,3193.763
11.5,3197.827
11.51,3053.657
11.52,2962.607
11.53,3066.952
11.54,3045.547
11.55,2962.046
11.56,2718.802
11.57,2679.697
11.58,2591.863
11.59,2534.742
11.6,2664.247
11.61,3086.972
11.62,3021.252
11.63,2810
11.64,2915.04
11.65,2871.509
11.66,2852.906
11.67,2857.632
11.68,2933.106
11.69,2998.278
11.7,3048.951
11.71,3041.48
11.72,2857.839
11.73,2847.733
11.74,2732.609
11.75,2506.417
11.76,2955.198
11.77,2979.28
11.78,2776.986
11.79,2608.784
11.8,2770.899
11.81,2641.95
11.82,2746.777
11.83,2781.41
11.84,2707.655
11.85,2851.835
11.86,2748.54
11.87,2940.058
11.88,3248.597
11.89,3143.128
11.9,2934.533
11.91,2841.708
11.92,2768.596
11.93,2577.286
11.94,2671.765
11.95,2812.223
11.96,2895.699
11.97,2697.021
11.98,2693.064
11.99,2492.953
12,2444.208
12.01,2610.603
12.02,2616.735
12.03,2825.671
12.04,2979.491
12.05,2803.006
12.06,2821.434
12.07,2991.794
12.08,2955.592
12.09,2966.844
12.1,3094.92
12.11,3033.9
12.12,2664.948
12.13,2447.772
12.14,2536.894
12.15,2731.804
12.16,2759.102
12.17,2740.656
12.18,2703.503
12.19,2650.2
12.2,2631.74
12.21,2560.236
12.22,2542.713
12.23,2635.154
12.24,2708.555
12.25,2740.013
12.26,2677.459
12.27,2693.513
12.28,2716.203
12.29,2748.062
12.3,2932.412
12.31,3013.491
12.32,2892.646
12.33,2949.786
12.34,2753.607
12.35,2574.74
12.36,2647.941
12.37,2529.27
12.38,2692.846
12.39,2884.583
12.4,2999.342
12.41,3022.972
12.42,2879.723
12.43,2709.967
12.44,2870.333
12.45,2782.666
12.46,2595.194
12.47,2958.679
12.48,2911.479
12.49,2900.741
12.5,2805.513
12.51,2554.321
12.52,2432.818
12.53,2526.288
12.54,2569.442
12.55,2478.387
12.56,2768.77
12.57,3015.314
12.58,2936.63
12.59,2792.944
12.6,2651.277
12.61,2738.416
12.62,2658.329
12.63,2645.957
12.64,2829.95
12.65,2861.132
12.66,2769.43
12.67,2668.923
12.68,2397.276
12.69,2431.174
12.7,2792.04
12.71,2819.858
12.72,2637.187
12.73,2571.591
12.74,2646.357
12.75,2613.245
12.76,2565.571
12.77,2517.83
12.78,2442.752
12.79,2322.267
12.8,2462.104
12.81,2670.561
12.82,2799.195
12.83,2888.345
12.84,2673.948
12.85,2568.298
12.86,2534.495
12.87,2688.853
12.88,2689.217
12.89,2434.546
12.9,2660.341
12.91,2933.002
12.92,2835.908
12.93,2646.268
12.94,2607.513
12.95,2565.97
12.96,2773.881
12.97,2961.967
12.98,2877.17
12.99,2779.446
13,2772.693
13.01,2664.935
13.02,2543.316
13.03,2627.264
13.04,2744.894
13.05,2885.703
13.06,2533.798
13.07,2370.263
13.08,2427.089
13.09,2518.855
13.1,2608.569
13.11,2531.988
13.12,2415.645
13.13,2416.795
13.14,2388.443
13.15,2542.341
13.16,2608.084
13.17,2432.463
13.18,2438.904
13.19,2547.272
13.2,2547.429
13.21,2566.897
13.22,2608.303
13.23,2698.099
13.24,2660.33
13.25,2765.251
13.26,2730.061
13.27,2338.248
13.28,2311.969
13.29,2561.201
13.3,2555.586
13.31,2470.076
13.32,2658.274
13.33,2754.028
13.34,2525.835
13.35,2369.367
13.36,2423.52
13.37,2485.529
13.38,2401.847
13.39,2525.539
13.4,2663.223
13.41,2520.654
13.42,2520.769
13.43,2730.425
13.44,2895.496
13.45,2751.004
13.46,2607.791
13.47,2616.15
13.48,2627.028
13.49,2533.193
13.5,2512.381
13.51,2435.16
13.52,2494.547
13.53,2728.823
13.54,2772.143
13.55,2663.386
13.56,2423.189
13.57,2300.248
13.58,2431.833
13.59,2586.573
13.6,2661.964
13.61,2606.706
13.62,2442.844
13.63,2541.61
13.64,2771.765
13.65,2637.015
13.66,2453.554
13.67,2428.977
13.68,2440.921
13.69,2605.964
13.7,2635.01
13.71,2547.825
13.72,2558.012
13.73,2578.851
13.74,2611.63
13.75,2547.607
13.76,2434.892
13.77,2412.756
13.78,2457.313
13.79,2417.008
13.8,2326.923
13.81,2374.12
13.82,2613.146
13.83,2703.78
13.84,2566.759
13.85,2441.559
13.86,2281.033
13.87,2215.955
13.88,2270.181
13.89,2313.42
13.9,2436.872
13.91,2465.177
13.92,2443.168
13.93,2451.272
13.94,2359.779
13.95,2427.42
13.96,2456.857
13.97,2434.187
13.98,2420.323
13.99,2296.262
14,2372.982
14.01,2504.669
14.02,2547.311
14.03,2556.801
14.04,2422.314
14.05,2363.9
14.06,2407.19
14.07,2339.564
14.08,2314.567
14.09,2379.279
14.1,2465.605
14.11,2552.642
14.12,2455.165
14.13,2328.707
14.14,2434.959
14.15,2460.221
14.16,2496.531
14.17,2534.498
14.18,2505.47
14.19,2540.246
14.2,2388.225
14.21,2303.143
14.22,2357.716
14.23,2294.278
14.24,2149.923
14.25,2287.646
14.26,2463.822
14.27,2342.575
14.28,2240.944
14.29,2173.963
14.3,2342.881
14.31,2449.661
14.32,2217.398
14.33,2081.12
14.34,2166.493
14.35,2314.44
14.36,2374.839
14.37,2300.806
14.38,2177.745
14.39,2331.091
14.4,2499.562
14.41,2423.721
14.42,2421.896
14.43,2483.851
14.44,2248.542
14.45,2202.095
14.46,2427.872
14.47,2417.256
14.48,2252.491
14.49,2171.267
14.5,2164.317
14.51,2392.482
14.52,2556.82
14.53,2516.753
14.54,2477.047
14.55,2439.644
14.56,2321.461
14.57,2295.638
14.58,2391.515
14.59,2343.639
14.6,2175.467
14.61,2188.865
14.62,2320.634
14.63,2376.393
14.64,2359.013
14.65,2247.415
14.66,2094.227
14.67,2066.294
14.68,2134.45
14.69,2172.465
14.7,2280.066
14.71,2348.316
14.72,2256.101
14.73,2127.623
14.74,2223.815
14.75,2489.522
14.76,2304.604
14.77,2003.469
14.78,2159.573
14.79,2341.638
14.8,2331.254
14.81,2299.86
14.82,2335.052
14.83,2332.242
14.84,2268.539
14.85,2396.601
14.86,2560.379
14.87,2672.343
14.88,2457.946
14.89,2144.183
14.9,1980.08
14.91,1946.886
14.92,2041.567
14.93,2165.965
14.94,2234.382
14.95,2145.438
14.96,2148.444
14.97,2226.106
14.98,2257.933
14.99,2244.09
15,2238.064
15.01,2327.878
15.02,2405.493
15.03,2453.555
15.04,2408.184
15.05,2280.686
15.06,2279.181
15.07,2334.143
15.08,2332.591
15.09,2135.876
15.1,2157.653
15.11,2445.051
15.12,2557.59
15.13,2406.896
15.14,2195.133
15.15,1993.057
15.16,1970.29
15.17,1978.243
15.18,2233.913
15.19,2393.17
15.2,2332.719
15.21,2402.968
15.22,2404.49
15.23,2095.577
15.24,2057.057
15.25,2247.939
15.26,2273.06
15.27,2169.506
15.28,2043.58
15.29,2051.091
15.3,2243.644
15.31,2234.764
15.32,2249.948
15.33,2292.981
15.34,2329.923
15.35,2397.405
15.36,2320.384
15.37,2261.058
15.38,2236.436
15.39,2277.952
15.4,2393.301
15.41,2190.701
15.42,2077.485
15.43,2112.802
15.44,2118.237
15.45,2086.391
15.46,2180.918
15.47,1958.55
15.48,2078.13
15.49,2218.411
15.5,2301.058
15.51,2199.08
15.52,2207.208
15.53,2255.431
15.54,2048.157
15.55,2156.6
15.56,2440.313
15.57,2364.776
15.58,2297.387
15.59,2281.889
15.6,2047.377
15.61,2099.256
15.62,2211.065
15.63,2283.034
15.64,2255.563
15.65,2141.138
15.66,2137.943
15.67,2329.067
15.68,2435.455
15.69,2329.792
15.7,2115.659
15.71,2044.966
15.72,2130.869
15.73,2155.681
15.74,2111.895
15.75,1924.232
15.76,1998.392
15.77,2273.182
15.78,2216.995
15.79,2379.53
15.8,2276.967
15.81,2112.493
15.82,2086.727
15.83,2189.17
15.84,2432.971
15.85,2167.866
15.86,2071.471
15.87,1977.132
15.88,2026.393
15.89,1984.062
15.9,2047.834
15.91,2167.975
15.92,2127.295
15.93,2177.153
15.94,2047.38
15.95,1880.156
15.96,2044.556
15.97,2203.01
15.98,2159.279
15.99,2105.932
16,2129.114
16.01,2125.746
16.02,2193.316
16.03,2122.64
16.04,2138.02
16.05,2189.442
16.06,2127.636
16.07,2002.556
16.08,2241.046
16.09,2200.901
16.1,2128.296
16.11,2009.888
16.12,2059.111
16.13,2241.729
16.14,2266.385
16.15,2286.518
16.16,2463.953
16.17,2401.288
16.18,2145.305
16.19,2107.005
16.2,2161.197
16.21,2221.04
16.22,2063.313
16.23,2040.135
16.24,2100.459
16.25,2108.254
16.26,2082.755
16.27,2043.149
16.28,2068.386
16.29,2153.703
16.3,1919.09
16.31,1916.717
16.32,2214.626
16.33,2207.326
16.34,2053.855
16.35,2043.364
16.36,2094.406
16.37,2112.246
16.38,2206.271
16.39,2148.124
16.4,2036.763
16.41,2092.849
16.42,2091.583
16.43,2067.177
16.44,1980.285
16.45,1885.559
16.46,1785.39
16.47,1953.398
16.48,1975.768
16.49,2247.705
16.5,2267.344
16.51,2127.116
16.52,1979.595
16.53,2209.985
16.54,2252.37
16.55,2400.343
16.56,2313.947
16.57,1982.868
16.58,2017.606
16.59,2050.829
16.6,1956.675
16.61,2128.715
16.62,2289.996
16.63,2263.748
16.64,1978.583
16.65,1977.821
16.66,1898.805
16.67,1973.304
16.68,1948.411
16.69,1992.399
16.7,1932.504
16.71,2088.939
16.72,2065.088
16.73,2046.24
16.74,2108.746
16.75,2126.744
16.76,1930.631
16.77,1966.078
16.78,1923.918
16.79,1893.623
16.8,1947.903
16.81,1984.464
16.82,2179.539
16.83,2067.063
16.84,1783.994
16.85,1811.393
16.86,2145.215
16.87,2090.859
16.88,2213.344
16.89,2093.474
16.9,2029.057
16.91,1977.688
16.92,1834.205
16.93,1835.172
16.94,1710.99
16.95,1760.306
16.96,2030.227
16.97,1969.076
16.98,1961.187
16.99,1913.28
17,1823.737
17.01,1759.223
17.02,1785.791
17.03,1996.82
17.04,2054.835
17.05,1994.293
17.06,2049.456
17.07,1941.781
17.08,1814.708
17.09,1580.97
17.1,1650.3
17.11,1841.425
17.12,2167.694
17.13,2014.657
17.14,1779.672
17.15,1748.247
17.16,1762.094
17.17,1840.125
17.18,1854.294
17.19,1891.001
17.2,2065.141
17.21,1941.826
17.22,1923.665
17.23,1816.734
17.24,1750.379
17.25,1813.391
17.26,1827.671
17.27,1851.208
17.28,1966.565
17.29,1850.655
17.3,1903.696
17.31,1954.031
17.32,1978.443
17.33,1956.918
17.34,2007.124
17.35,1951.96
17.36,1981.922
17.37,1880.567
17.38,1848.091
17.39,1959.633
17.4,2052.927
17.41,1843.996
17.42,1737.159
17.43,1955.738
17.44,1953.584
17.45,1853.109
17.46,1909.593
17.47,1870.486
17.48,1847.814
17.49,2027.182
17.5,2079.44
17.51,2002.549
17.52,1914.328
17.53,1944.888
17.54,1825.726
17.55,1794.108
17.56,2023.727
17.57,2001.703
17.58,2054.13
17.59,1840.417
17.6,1649.4
17.61,1645.291
17.62,1777.07
17.63,2060.219
17.64,1935.452
17.65,1950.73
17.66,1919.711
17.67,1688.744
17.68,1908.163
17.69,2140.959
17.7,1964.049
17.71,1967.504
17.72,2150.776
17.73,2178.612
17.74,1728.328
17.75,1849.822
17.76,1924.655
17.77,1762.74
17.78,2050.113
17.79,2052.86
17.8,2069.766
17.81,1931.291
17.82,1999.743
17.83,2039.619
17.84,1970.99
17.85,2090.151
17.86,1977.902
17.87,1817.549
17.88,1836.141
17.89,1869.426
17.9,1883.695
17.91,1876.806
17.92,1978.746
17.93,1855.224
17.94,1915.858
17.95,1667.557
17.96,1639.085
17.97,1897.976
17.98,1878.661
17.99,1841.819
18,1810.608
18.01,2049.389
18.02,1962.318
18.03,1895.126
18.04,1872.548
18.05,1794.472
18.06,1868.492
18.07,1995.239
18.08,1913.028
18.09,1667.497
18.1,1718.349
18.11,2023.962
18.12,2153.557
18.13,1846.471
18.14,1974.654
18.15,1900.539
18.16,1770.974
18.17,1834.275
18.18,1797.667
18.19,2067.444
18.2,2137.877
18.21,1894.599
18.22,2044.183
18.23,2042.896
18.24,2025.661
18.25,2022.269
18.26,1956.888
18.27,2005.284
18.28,1969.915
18.29,1939.661
18.3,2038.1
18.31,1983.547
18.32,1886.675
18.33,2018.717
18.34,1950.754
18.35,1946.11
18.36,1808.488
18.37,1746.127
18.38,1943.245
18.39,1735.117
18.4,1570.577
18.41,1790.757
18.42,1790.295
18.43,1793.059
18.44,1943.693
18.45,1837.189
18.46,1633.074
18.47,1684.95
18.48,1754.634
18.49,1875.016
18.5,1958.527
18.51,1838.572
18.52,1873.093
18.53,1940.098
18.54,1819.426
18.55,1817.026
18.56,1543.407
18.57,1886.063
